0,92,67
1,91,66
2,91,66
3,90,66
4,90,65
5,90,65
6,88,65
7,88,65
8,87,64
9,87,63
10,87,61
11,84,63
12,86,63
13,84,63
14,83,61
15,85,61
16,84,60
17,86,60
18,85,60
19,85,62
20,86,63
21,85,62
22,85,63
23,90,60
24,91,64
25,92,61
26,92,62
27,93,65
28,94,62
29,93,64
30,94,61
31,94,61
32,95,61
33,95,61
34,95,61
35,93,61
36,94,61
37,95,65
38,95,65
39,94,64
40,93,62
41,93,63
42,91,62
43,89,62
44,88,65
45,87,65
46,85,65
47,83,65
48,82,65
49,80,66
50,78,68
51,75,68
52,73,69
53,72,70
54,71,71
55,69,71
56,70,73
57,65,72
58,66,75
59,64,76
60,65,72
61,64,72
62,63,73
63,62,73
64,62,74
65,62,72
66,63,71
67,62,72
68,62,70
69,63,70
70,66,71
71,65,71
72,64,70
73,64,69
74,65,67
75,64,66
76,65,67
77,65,62
78,68,63
79,68,62
80,69,62
81,70,62
82,71,59
83,72,60
84,75,60
85,79,60
86,78,60
87,80,58
88,84,57
89,88,58
90,93,59
91,100,59
92,103,61
93,104,59
94,106,59
95,107,60
96,110,60
97,110,59
98,108,59
99,109,61
100,108,59
101,106,60
102,105,60
103,101,58
104,100,60
105,96,63
106,96,62
107,94,61
108,90,62
109,88,62
110,86,61
111,84,60
112,82,59
113,82,58
114,81,59
115,79,56
116,78,57
117,78,58
118,78,60
119,77,57
120,77,58
121,77,58
122,76,59
123,78,59
124,76,58
125,76,57
126,75,59
127,76,58
128,75,58
129,74,59
130,74,59
131,75,58
132,75,58
133,75,58
134,75,56
135,76,57
136,75,57
137,74,56
138,74,56
139,77,57
140,77,57
141,77,56
142,79,56
143,79,56
144,79,55
145,79,54
146,81,56
147,79,54
148,79,55
149,81,56
150,82,53
151,82,54
152,81,54
153,82,53
154,81,54
155,82,55
156,80,53
157,82,54
158,83,55
159,83,55
160,82,55
161,83,57
162,82,55
163,81,56
164,82,55
165,83,56
166,83,56
167,84,59
168,83,58
169,83,59
170,84,58
171,83,62
172,83,63
173,84,62
174,86,64
175,85,63
176,87,65
177,84,64
178,85,65
179,85,63
180,85,64
181,86,65
182,85,66
183,87,65
184,88,66
185,89,66
186,89,65
187,90,68
188,90,69
189,89,70
190,92,72
191,91,73
192,93,76
193,93,74
194,95,76
195,96,80
196,96,78
197,99,79
198,98,80
199,99,82
200,101,82
201,100,81
202,104,84
203,104,80
204,107,83
205,107,82
206,107,82
207,112,85
208,112,83
209,111,81
210,111,80
211,108,77
212,105,74
213,102,73
214,100,72
215,96,72
216,92,69
217,88,67
218,84,67
219,83,63
220,80,65
221,76,62
222,74,63
223,70,62
224,71,62
225,67,62
226,66,62
227,65,61
228,66,63
229,65,62
230,64,63
231,65,63
232,66,61
233,67,65
234,70,66
235,71,66
236,73,67
237,74,67
238,76,65
239,80,67
240,80,66
241,81,67
242,85,68
243,85,69
244,84,69
245,85,70
246,86,72
247,86,70
248,88,69
249,87,71
250,84,66
251,84,66
252,83,67
253,82,65
254,81,67
255,79,64
256,80,61
